district,latitude,longitude,year,month,crime_category,crime_count,severity_weight,risk_weight,source,source_url
Uttara Kannada,14.6,74.7,2023,0,Stalking,3,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Uttara Kannada,14.6,74.7,2023,0,Voyeurism,2,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Assault on Women,83,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Attempt to Rape,2,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,Cruelty by Husband,59,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Cyber Harassment,1,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Dowry Death,1,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Dowry Harassment,31,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Kidnapping of Women,14,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Molestation,108,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,POCSO Rape,52,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,POCSO Sexual Assault,14,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayanagara,15.15,76.915,2023,0,Rape,16,100,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,Sexual Assault,44,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,Sexual Harassment,8,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,Stalking,1,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayanagara,15.15,76.915,2023,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Assault on Women,144,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Cruelty by Husband,110,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Cyber Harassment,9,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Dowry Death,3,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Dowry Harassment,8,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Kidnapping of Women,59,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Molestation,169,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2023,0,POCSO Rape,37,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,POCSO Sexual Assault,18,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Rape,41,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2023,0,Sexual Assault,17,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2023,0,Sexual Harassment,8,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2023,0,Stalking,2,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Assault on Women,100,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Cruelty by Husband,33,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Cyber Harassment,2,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Dowry Death,1,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Dowry Harassment,21,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Kidnapping of Women,16,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Molestation,99,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2023,0,POCSO Rape,35,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,POCSO Sexual Assault,13,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Rape,31,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Yadgir,16.77,77.14,2023,0,Sexual Harassment,8,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2023,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,Cruelty by Husband,35,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,Cyber Harassment,47,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,Molestation,146,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,POCSO Rape,50,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,POCSO Sexual Assault,63,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2024,0,Rape,9,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,Cruelty by Husband,110,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,Cyber Harassment,119,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,Dowry Death,1,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,Molestation,73,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,POCSO Rape,35,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,POCSO Sexual Assault,54,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2024,0,Rape,14,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,Cruelty by Husband,113,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,Cyber Harassment,105,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,Dowry Death,3,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,Molestation,188,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,POCSO Rape,94,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,POCSO Sexual Assault,128,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2024,0,Rape,17,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,Cruelty by Husband,614,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,Cyber Harassment,17682,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,Dowry Death,25,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,Molestation,1251,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,POCSO Rape,415,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,POCSO Sexual Assault,586,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2024,0,Rape,167,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,Cruelty by Husband,117,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,Cyber Harassment,44,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,Molestation,52,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,POCSO Rape,40,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,POCSO Sexual Assault,59,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2024,0,Rape,11,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,Cruelty by Husband,26,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,Cyber Harassment,29,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,Dowry Death,3,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,Molestation,194,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,POCSO Rape,65,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,POCSO Sexual Assault,89,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2024,0,Rape,14,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,Cruelty by Husband,53,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,Cyber Harassment,197,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,Molestation,128,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,POCSO Rape,156,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,POCSO Sexual Assault,183,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2024,0,Rape,17,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,Cruelty by Husband,77,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,Cyber Harassment,102,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,Dowry Death,1,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,Molestation,152,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,POCSO Rape,89,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,POCSO Sexual Assault,121,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2024,0,Rape,12,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,Cruelty by Husband,121,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,Cyber Harassment,80,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,Dowry Death,4,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,Molestation,398,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,POCSO Rape,110,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,POCSO Sexual Assault,147,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2024,0,Rape,17,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,Cruelty by Husband,31,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,Cyber Harassment,149,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,Molestation,81,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,POCSO Rape,37,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,POCSO Sexual Assault,68,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2024,0,Rape,23,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,Cruelty by Husband,59,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,Cyber Harassment,143,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,Dowry Death,5,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,Molestation,194,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,POCSO Rape,77,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,POCSO Sexual Assault,107,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2024,0,Rape,24,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,Cruelty by Husband,95,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,Cyber Harassment,247,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,Dowry Death,4,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,Molestation,72,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,POCSO Rape,42,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,POCSO Sexual Assault,63,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2024,0,Rape,20,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,Cruelty by Husband,20,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,Cyber Harassment,70,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,Dowry Death,1,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,Molestation,49,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,POCSO Rape,32,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,POCSO Sexual Assault,37,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2024,0,Rape,8,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,Cruelty by Husband,89,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,Cyber Harassment,141,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,Dowry Death,6,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,Molestation,234,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,POCSO Rape,123,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,POCSO Sexual Assault,154,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2024,0,Rape,27,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,Cruelty by Husband,33,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,Cyber Harassment,130,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,Molestation,111,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,POCSO Rape,109,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,POCSO Sexual Assault,125,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2024,0,Rape,18,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,Cruelty by Husband,84,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,Cyber Harassment,43,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,Dowry Death,4,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,Molestation,84,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,POCSO Rape,47,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,POCSO Sexual Assault,64,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2024,0,Rape,24,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,Cruelty by Husband,21,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,Cyber Harassment,90,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,Molestation,55,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,POCSO Rape,59,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,POCSO Sexual Assault,78,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2024,0,Rape,4,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,Cruelty by Husband,26,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,Cyber Harassment,100,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,Dowry Death,5,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,Molestation,90,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,POCSO Rape,86,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,POCSO Sexual Assault,103,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2024,0,Rape,8,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,Cruelty by Husband,57,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,Cyber Harassment,38,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,Molestation,107,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,POCSO Rape,54,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,POCSO Sexual Assault,66,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2024,0,Rape,20,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,Cruelty by Husband,65,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,Cyber Harassment,76,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,Dowry Death,4,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,Molestation,227,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,POCSO Rape,111,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,POCSO Sexual Assault,149,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2024,0,Rape,13,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,Cruelty by Husband,112,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,Cyber Harassment,272,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,Dowry Death,5,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,Molestation,252,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,POCSO Rape,110,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,POCSO Sexual Assault,138,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2024,0,Rape,23,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,Cruelty by Husband,117,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,Cyber Harassment,30,55,60,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,Dowry Death,2,70,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,Molestation,178,80,85,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,POCSO Rape,81,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,POCSO Sexual Assault,92,95,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2024,0,Rape,20,100,100,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
Ramanagara,12.72,77.28,2024,0,Cruelty by Husband,49,65,70,Karnataka Police Crime Review 2024,https://ksp.karnataka.gov.in/
